0.100796 0.966113 0.019456 0.089000
0.201573 0.939899 0.037115 0.166000
0.302483 0.919605 0.053464 0.231000
0.402665 0.902885 0.068616 0.269000
0.503275 0.889110 0.082967 0.305000
0.604059 0.878391 0.096688 0.345000
0.704152 0.868891 0.109639 0.360000
0.804594 0.860851 0.122100 0.381000
0.905449 0.853790 0.134105 0.396000
1.006453 0.848360 0.145796 0.421000
1.106465 0.843800 0.157002 0.435000
1.206822 0.839484 0.167827 0.441000
1.307409 0.835276 0.178257 0.445000
1.408431 0.830771 0.188248 0.443000
1.508864 0.826883 0.197909 0.454000
1.609084 0.824490 0.207538 0.479000
1.709163 0.822622 0.216967 0.490000
1.809225 0.820873 0.226132 0.495000
1.909331 0.818852 0.234945 0.494000
2.009664 0.816439 0.243391 0.491000
2.110327 0.814166 0.251636 0.496000
2.211114 0.812555 0.259838 0.509000
2.311660 0.810946 0.267785 0.512000
2.412612 0.809334 0.275538 0.515000
2.512656 0.807037 0.282767 0.507000
2.612926 0.804706 0.289781 0.509000
2.713598 0.802083 0.296506 0.507000
2.814315 0.800086 0.303255 0.519000
2.915243 0.798182 0.309862 0.523000
3.015491 0.795311 0.315860 0.510000
3.116112 0.792880 0.321865 0.519000
3.216724 0.790507 0.327714 0.522000
3.317611 0.787936 0.333326 0.521000
3.417755 0.786013 0.338995 0.533000
3.518061 0.783701 0.344354 0.529000
3.618641 0.781137 0.349466 0.527000
3.719515 0.778707 0.354501 0.531000
3.819745 0.775872 0.359168 0.526000
3.920289 0.772505 0.363461 0.519000
4.020341 0.768962 0.367492 0.517000
4.120760 0.765470 0.371421 0.519000
4.221692 0.761901 0.375197 0.519000
4.321779 0.758971 0.379103 0.530000
4.422172 0.755538 0.382648 0.523000
4.522929 0.751981 0.386019 0.522000
4.623123 0.747921 0.388977 0.514000
4.723855 0.744532 0.392179 0.526000
4.824927 0.740728 0.395061 0.520000
4.925267 0.737570 0.398131 0.531000
5.025882 0.734766 0.401295 0.538000
5.126715 0.732308 0.404556 0.545000
5.227753 0.730186 0.407916 0.552000
5.327760 0.729166 0.411756 0.572000
5.427815 0.727456 0.415140 0.562000
5.528117 0.725770 0.418470 0.564000
5.628516 0.724923 0.422211 0.580000
5.728962 0.723849 0.425758 0.578000
5.829542 0.722785 0.429253 0.580000
5.930234 0.721156 0.432357 0.572000
6.031272 0.719323 0.435285 0.570000
6.131399 0.718176 0.438523 0.583000
6.231625 0.716305 0.441268 0.572000
6.332155 0.714302 0.443879 0.571000
6.432849 0.712861 0.446780 0.582000
6.533588 0.712081 0.450037 0.595000
