0.100753 0.966586 0.019453 0.095000
0.201574 0.939736 0.037110 0.158000
0.301667 0.917946 0.053247 0.208000
0.402229 0.900466 0.068385 0.258000
0.502234 0.886047 0.082551 0.293000
0.602558 0.874610 0.096088 0.332000
0.703105 0.865158 0.109055 0.359000
0.803879 0.857172 0.121513 0.380000
0.904010 0.850569 0.133441 0.400000
1.004377 0.844821 0.144962 0.414000
1.104737 0.840973 0.156293 0.444000
1.204856 0.838158 0.167346 0.462000
1.304875 0.835542 0.178030 0.468000
1.405087 0.832850 0.188343 0.470000
1.505595 0.830219 0.198341 0.474000
1.606405 0.827385 0.207974 0.474000
1.707276 0.825026 0.217397 0.484000
1.808131 0.822734 0.226525 0.488000
1.909071 0.820641 0.235420 0.494000
2.009200 0.818826 0.244042 0.501000
2.109469 0.816618 0.252300 0.498000
2.210131 0.814156 0.260254 0.497000
2.311032 0.811716 0.267981 0.500000
2.411114 0.809005 0.275307 0.498000
2.511384 0.807037 0.282666 0.512000
2.611680 0.804516 0.289618 0.506000
2.712487 0.801707 0.296286 0.504000
2.813536 0.799269 0.302894 0.512000
2.913739 0.796899 0.309265 0.515000
3.013843 0.795338 0.315755 0.530000
3.114067 0.794055 0.322193 0.537000
3.214321 0.791910 0.328124 0.526000
3.315081 0.789806 0.333938 0.529000
3.416136 0.786738 0.339199 0.516000
3.516514 0.784093 0.344427 0.524000
3.617390 0.780199 0.348977 0.506000
3.717862 0.775704 0.353058 0.497000
3.818857 0.771462 0.357109 0.502000
3.919124 0.768433 0.361509 0.522000
4.019374 0.766422 0.366243 0.540000
4.119655 0.763932 0.370625 0.534000
4.220457 0.761334 0.374855 0.534000
4.321458 0.758764 0.378983 0.536000
4.421667 0.756429 0.383064 0.541000
4.522050 0.754058 0.387022 0.542000
4.622783 0.751532 0.390806 0.541000
4.723868 0.749337 0.394669 0.548000
4.824061 0.746596 0.398098 0.540000
4.924602 0.744017 0.401524 0.544000
5.025445 0.741478 0.404883 0.546000
5.126546 0.739100 0.408242 0.550000
5.226806 0.736726 0.411472 0.551000
5.327102 0.735513 0.415258 0.572000
5.427404 0.734252 0.418943 0.573000
5.527895 0.732474 0.422270 0.566000
5.628673 0.730782 0.425582 0.569000
5.729499 0.729880 0.429279 0.584000
5.830472 0.727988 0.432340 0.569000
5.930661 0.725802 0.435124 0.565000
6.031219 0.723197 0.437599 0.559000
6.132210 0.719721 0.439492 0.545000
6.232490 0.716883 0.441661 0.556000
6.333093 0.714058 0.443775 0.557000
6.434077 0.710557 0.445414 0.546000
6.534372 0.706845 0.446818 0.542000
6.635078 0.703570 0.448432 0.550000
6.736166 0.699930 0.449757 0.544000
6.836489 0.696819 0.451318 0.553000
6.937131 0.694517 0.453342 0.568000
7.038012 0.692556 0.455537 0.575000
7.139092 0.690591 0.457684 0.576000
7.239254 0.688482 0.459653 0.574000
7.339694 0.686431 0.461619 0.576000
7.440368 0.684219 0.463434 0.574000
7.541301 0.682180 0.465324 0.578000
7.642497 0.680089 0.467140 0.578000
